timestamp,S8,S1,S6,S7,S9,S13,S12,S5,S2,S3,S4,S10,S11
2019-03-01 22:50:00,0.06174740002461476,0.0,0.03632200001447927,0.1755394000429078,0.05963920001522638,0.022855200008052634,0.04571040001610527,0.015236800005368423,0.015236800005368423,0.015236800005368423,0.04460240001208149,0.015236800005368423,0.007264400002895854
2019-03-01 22:51:00,0.09806940003909403,0.0,0.07264400002895854,0.37338000009185635,0.04848860001220601,0.0685656000241579,0.08380240002952632,0.015236800005368423,0.015236800005368423,0.015236800005368423,0.04460240001208149,0.007618400002684211,0.007264400002895854
2019-03-01 22:52:00,0.1452880000579171,0.0,0.09806940003909403,0.5040630001240061,0.07078980001824675,0.06094720002147369,0.14474960005100002,0.007618400002684211,0.007618400002684211,0.05332880001878948,0.08920480002416298,0.030473600010736845,0.007264400002895854
2019-03-01 22:53:00,0.1198626000477816,0.0,0.08354060003330233,0.4293870001056348,0.07467600001837127,0.07618400002684211,0.09903920003489475,0.022855200008052634,0.015236800005368423,0.022855200008052634,0.06690360001812223,0.015236800005368423,0.014528800005791709
2019-03-01 22:54:00,0.11259820004488574,0.0,0.09080500003619818,0.46672500011482043,0.06715760001679882,0.07618400002684211,0.11427600004026317,0.007618400002684211,0.022855200008052634,0.007618400002684211,0.022301200006040744,0.007618400002684211,0.010896600004343782
2019-03-01 22:55:00,0.14892020005936502,0.0,0.11623040004633367,0.5974080001469702,0.04097020001063356,0.07618400002684211,0.16760480005905265,0.015236800005368423,0.007618400002684211,0.030473600010736845,0.06690360001812223,0.015236800005368423,0.003632200001447927
2019-03-01 22:56:00,0.1198626000477816,0.0,0.09443720003764611,0.48539400011941325,0.08582660002139164,0.0685656000241579,0.1295128000456316,0.007618400002684211,0.030473600010736845,0.007618400002684211,0.022301200006040744,0.007618400002684211,0.014528800005791709
2019-03-01 22:57:00,0.1198626000477816,0.0,0.09443720003764611,0.48539400011941325,0.07467600001837127,0.06094720002147369,0.1371312000483158,0.007618400002684211,0.007618400002684211,0.015236800005368423,0.03345180000906112,0.022855200008052634,0.014528800005791709
2019-03-01 22:58:00,0.1598168000637088,0.0,0.1343914000535733,0.6907530001699342,0.04848860001220601,0.07618400002684211,0.2056968000724737,0.015236800005368423,0.015236800005368423,0.015236800005368423,0.04460240001208149,0.007618400002684211,0.007264400002895854
2019-03-01 22:59:00,0.12712700005067745,0.0,0.08354060003330233,0.4293870001056348,0.052120800013653934,0.0685656000241579,0.10665760003757896,0.007618400002684211,0.007618400002684211,0.05332880001878948,0.08920480002416298,0.022855200008052634,0.003632200001447927
2019-03-01 23:00:00,0.1598168000637088,0.0,0.10896600004343782,0.5600700001377845,0.06715760001679882,0.09142080003221054,0.1371312000483158,0.022855200008052634,0.015236800005368423,0.05332880001878948,0.11150600003020372,0.015236800005368423,0.010896600004343782
2019-03-01 23:01:00,0.11623040004633367,0.0,0.0799084000318544,0.410718000101042,0.07442200001969468,0.0685656000241579,0.09903920003489475,0.007618400002684211,0.007618400002684211,0.022855200008052634,0.04460240001208149,0.03809200001342106,0.003632200001447927
2019-03-01 23:02:00,0.1198626000477816,0.0,0.08354060003330233,0.4293870001056348,0.04848860001220601,0.07618400002684211,0.09903920003489475,0.015236800005368423,0.015236800005368423,0.03809200001342106,0.0780542000211426,0.007618400002684211,0.007264400002895854
