timestamp,S8,S1,S6,S7,S9,S13,S12,S5,S2,S3,S4,S10,S11
2019-03-01 22:46:00,0.043586400017375126,0.0,0.018161000007239636,0.08219440001994371,0.05963920001522638,0.015236800005368423,0.015236800005368423,0.015236800005368423,0.015236800005368423,0.015236800005368423,0.04460240001208149,0.015236800005368423,0.007264400002895854
2019-03-01 22:47:00,0.1452880000579171,0.0,0.13075920005212538,0.6720840001653414,0.037338000009185635,0.07618400002684211,0.1980784000697895,0.007618400002684211,0.007618400002684211,0.007618400002684211,0.022301200006040744,0.007618400002684211,0.007264400002895854
2019-03-01 22:48:00,0.21066760008397978,0.0,0.1852422000738443,0.9521190002342337,0.04848860001220601,0.10665760003757896,0.2818808000993158,0.015236800005368423,0.015236800005368423,0.015236800005368423,0.04460240001208149,0.007618400002684211,0.007264400002895854
2019-03-01 22:49:00,0.18161000007239636,0.0,0.13802360005502123,0.7094220001745271,0.05963920001522638,0.09903920003489475,0.19046000006710528,0.007618400002684211,0.015236800005368423,0.05332880001878948,0.08920480002416298,0.015236800005368423,0.007264400002895854
2019-03-01 22:50:00,0.14165580005646916,0.0,0.12349480004922953,0.6347460001561558,0.02981960000761319,0.09142080003221054,0.16760480005905265,0.015236800005368423,0.007618400002684211,0.007618400002684211,0.03345180000906112,0.007618400002684211,0.003632200001447927
2019-03-01 22:51:00,0.12712700005067745,0.0,0.09806940003909403,0.5040630001240061,0.0783082000198192,0.05332880001878948,0.15236800005368423,0.007618400002684211,0.015236800005368423,0.015236800005368423,0.03345180000906112,0.022855200008052634,0.010896600004343782
2019-03-01 22:52:00,0.24335740009701112,0.0,0.20340320008108392,1.0454640002571978,0.08194040002126712,0.11427600004026317,0.31235440011005267,0.022855200008052634,0.015236800005368423,0.015236800005368423,0.05575300001510186,0.030473600010736845,0.007264400002895854
2019-03-01 22:53:00,0.22156420008832356,0.0,0.1743456000695005,0.8961120002204552,0.10812780002743239,0.09142080003221054,0.2742624000966316,0.007618400002684211,0.015236800005368423,0.03809200001342106,0.06690360001812223,0.03809200001342106,0.014528800005791709
2019-03-01 22:54:00,0.20703540008253185,0.0,0.17071340006805258,0.8774430002158624,0.06715760001679882,0.09903920003489475,0.2590256000912632,0.015236800005368423,0.022855200008052634,0.030473600010736845,0.06690360001812223,0.007618400002684211,0.010896600004343782
2019-03-01 22:55:00,0.20703540008253185,0.0,0.16708120006660465,0.8587740002112696,0.08194040002126712,0.09903920003489475,0.251407200088579,0.007618400002684211,0.015236800005368423,0.030473600010736845,0.05575300001510186,0.030473600010736845,0.007264400002895854
