,timestamp,S11,S13,S5,S7,S4,S12,S8,S2,S10,S3,S6,S1,S9
0,2019-03-01 22:51:00,0.1452880000579171,0.0,0.13075920005212538,0.6720840001653414,0.037338000009185635,0.07618400002684211,0.1980784000697895,0.007618400002684211,0.007618400002684211,0.007618400002684211,0.022301200006040744,0.007618400002684211,0.007264400002895854
1,2019-03-01 22:52:00,0.21066760008397972,0.0,0.1852422000738443,0.9521190002342336,0.04848860001220602,0.10665760003757896,0.2818808000993158,0.015236800005368424,0.015236800005368424,0.015236800005368424,0.04460240001208149,0.007618400002684211,0.007264400002895854
2,2019-03-01 22:53:00,0.1816100000723964,0.0,0.13802360005502126,0.7094220001745271,0.05963920001522637,0.09903920003489476,0.19046000006710528,0.007618400002684211,0.015236800005368424,0.05332880001878948,0.08920480002416298,0.015236800005368424,0.007264400002895854
3,2019-03-01 22:54:00,0.14165580005646916,0.0,0.12349480004922953,0.6347460001561558,0.029819600007613183,0.09142080003221054,0.16760480005905265,0.015236800005368424,0.007618400002684211,0.007618400002684211,0.03345180000906112,0.007618400002684211,0.003632200001447927
4,2019-03-01 22:55:00,0.2324608000926673,0.0,0.1852422000738443,0.9521190002342336,0.08194040002126712,0.09142080003221054,0.2970176001035725,0.007618400002684211,0.015236800005368424,0.04571040001610527,0.0780542000211426,0.030473600010736845,0.007264400002895854
5,2019-03-01 22:56:00,0.2760472001100425,0.0,0.2360930000941153,1.2134850002985331,0.12316460003057728,0.10665760003757896,0.3885384001368948,0.015236800005368424,0.030473600010736845,0.015236800005368424,0.04460240001208149,0.02285520000805264,0.021793200008687563
6,2019-03-01 22:57:00,0.2433574000970111,0.0,0.2179320000868757,1.120140000275569,0.05963920001522637,0.09903920003489476,0.35806480012615793,0.007618400002684211,0.015236800005368424,0.015236800005368424,0.03345180000906112,0.015236800005368424,0.007264400002895854
7,2019-03-01 22:58:00,0.250621800099907,0.0,0.19613880007818807,1.0081260002480121,0.0783082000198192,0.09903920003489476,0.3123544001100527,0.015236800005368424,0.015236800005368424,0.06094720002147369,0.11150600003020372,0.02285520000805264,0.010896600004343782
8,2019-03-01 22:59:00,0.1925066000767401,0.0,0.17071340006805258,0.8774430002158624,0.04848860001220602,0.08380240002952632,0.2742624000966316,0.007618400002684211,0.015236800005368424,0.015236800005368424,0.03345180000906112,0.007618400002684211,0.007264400002895854
9,2019-03-01 23:00:00,0.19613880007818807,0.0,0.15255240006081294,0.7840980001928983,0.0632714000166743,0.09903920003489476,0.22093360007784213,0.02285520000805264,0.007618400002684211,0.030473600010736845,0.0780542000211426,0.030473600010736845,0.003632200001447927
